r	calc	exp	diff
28.19	-1.19322	-1.03239	0.16083
28.2	-1.19506	-1.03386	0.1612
28.21	-1.18997	-1.03101	0.15896
28.22	-1.1782	-1.02393	0.15427
28.23	-1.16002	-1.01273	0.14729
28.24	-1.13583	-0.99754	0.13829
28.25	-1.10602	-0.97852	0.1275
28.26	-1.07109	-0.95586	0.11523
28.27	-1.03153	-0.92978	0.10176
28.28	-0.9879	-0.9005	0.0874
28.29	-0.94078	-0.8683	0.07247
28.3	-0.89074	-0.83346	0.05727
28.31	-0.83839	-0.79629	0.04209
28.32	-0.78432	-0.75712	0.02719
28.33	-0.72912	-0.7163	0.01282
28.34	-0.67335	-0.67418	-8.25842E-4
28.35	-0.61758	-0.63114	-0.01356
28.36	-0.5623	-0.58756	-0.02526
28.37	-0.50802	-0.54383	-0.03581
28.38	-0.45516	-0.50032	-0.04516
28.39	-0.40413	-0.45741	-0.05328
28.4	-0.35528	-0.41547	-0.06019
28.41	-0.30892	-0.37484	-0.06592
28.42	-0.26531	-0.33585	-0.07054
28.43	-0.22466	-0.2988	-0.07414
28.44	-0.18714	-0.26396	-0.07682
28.45	-0.15287	-0.23156	-0.07869
28.46	-0.12191	-0.20179	-0.07987
28.47	-0.09432	-0.17481	-0.08049
28.48	-0.0701	-0.15074	-0.08064
28.49	-0.0492	-0.12963	-0.08043
28.5	-0.03157	-0.11152	-0.07995
28.51	-0.01713	-0.09638	-0.07925
28.52	-0.00577	-0.08417	-0.0784
28.53	0.00264	-0.07478	-0.07742
28.54	0.00823	-0.06808	-0.07631
28.55	0.01115	-0.06392	-0.07506
28.56	0.01155	-0.06211	-0.07365
28.57	0.00959	-0.06244	-0.07203
28.58	0.00543	-0.06471	-0.07014
28.59	-7.67142E-4	-0.06868	-0.06792
28.6	-0.00884	-0.07413	-0.06529
28.61	-0.01864	-0.08083	-0.06219
28.62	-0.03	-0.08855	-0.05855
28.63	-0.04277	-0.09708	-0.05431
28.64	-0.0568	-0.10623	-0.04942
28.65	-0.07195	-0.11581	-0.04385
28.66	-0.08807	-0.12564	-0.03758
28.67	-0.10499	-0.13558	-0.03059
28.68	-0.12259	-0.14549	-0.0229
28.69	-0.1407	-0.15524	-0.01454
28.7	-0.15917	-0.16472	-0.00555
28.71	-0.17784	-0.17382	0.00402
28.72	-0.19654	-0.18245	0.01409
28.73	-0.2151	-0.19051	0.0246
28.74	-0.23335	-0.19791	0.03544
28.75	-0.2511	-0.20455	0.04655
28.76	-0.26816	-0.21033	0.05783
28.77	-0.28434	-0.21514	0.0692
28.78	-0.29944	-0.21888	0.08057
28.79	-0.31327	-0.22141	0.09186
28.8	-0.32562	-0.22261	0.10301
28.81	-0.3363	-0.22235	0.11394
28.82	-0.34512	-0.22051	0.1246
28.83	-0.3519	-0.21696	0.13494
28.84	-0.35647	-0.21158	0.14489
28.85	-0.35868	-0.20427	0.15442
28.86	-0.3584	-0.19494	0.16346
28.87	-0.35552	-0.18355	0.17197
28.88	-0.34996	-0.17007	0.17989
28.89	-0.34166	-0.1545	0.18716
28.9	-0.33062	-0.13692	0.1937
28.91	-0.31683	-0.1174	0.19943
28.92	-0.30038	-0.09611	0.20427
28.93	-0.28135	-0.07324	0.20811
28.94	-0.25989	-0.04903	0.21085
28.95	-0.23618	-0.02379	0.21239
28.96	-0.21045	0.00216	0.21262
28.97	-0.18299	0.02844	0.21143
28.98	-0.1541	0.05463	0.20873
28.99	-0.12414	0.0803	0.20444
29	-0.0935	0.105	0.1985
29.01	-0.06262	0.12826	0.19088
29.02	-0.03194	0.14963	0.18158
29.03	-0.00196	0.16866	0.17062
29.04	0.02685	0.18493	0.15809
29.05	0.05396	0.19805	0.14409
29.06	0.07885	0.20766	0.1288
29.07	0.10103	0.21345	0.11241
29.08	0.11999	0.21517	0.09518
29.09	0.13525	0.21264	0.07739
29.1	0.14634	0.20571	0.05937
29.11	0.15286	0.19432	0.04146
29.12	0.15442	0.17846	0.02403
29.13	0.1507	0.15818	0.00748
29.14	0.14142	0.1336	-0.00783
29.15	0.12639	0.10487	-0.02151
29.16	0.10545	0.07222	-0.03323
29.17	0.07855	0.03589	-0.04267
29.18	0.04571	-0.00384	-0.04955
29.19	0.00702	-0.04665	-0.05367
29.2	-0.03734	-0.0922	-0.05487
29.21	-0.0871	-0.14015	-0.05306
29.22	-0.14192	-0.19015	-0.04823
29.23	-0.20136	-0.24182	-0.04046
29.24	-0.26494	-0.29481	-0.02987
29.25	-0.33206	-0.34875	-0.01669
29.26	-0.40208	-0.4033	-0.00121
29.27	-0.47431	-0.45809	0.01622
29.28	-0.54797	-0.51276	0.03521
29.29	-0.62228	-0.56697	0.05531
29.3	-0.69639	-0.62036	0.07604
29.31	-0.76947	-0.67256	0.09691
29.32	-0.84062	-0.7232	0.11743
29.33	-0.90901	-0.77189	0.13711
29.34	-0.97375	-0.81825	0.15551
29.35	-1.03404	-0.86185	0.17219
29.36	-1.08906	-0.90226	0.1868
29.37	-1.13807	-0.93904	0.19903
29.38	-1.18036	-0.97173	0.20863
29.39	-1.21532	-0.99987	0.21545
29.4	-1.24238	-1.02298	0.2194
29.41	-1.26106	-1.0406	0.22046
29.42	-1.27098	-1.05227	0.21871
29.43	-1.27183	-1.05756	0.21427
29.44	-1.26342	-1.05607	0.20735
29.45	-1.24564	-1.04742	0.19822
29.46	-1.21847	-1.03132	0.18715
29.47	-1.18202	-1.00752	0.1745
29.48	-1.13646	-0.97584	0.16062
29.49	-1.08207	-0.93619	0.14588
29.5	-1.01921	-0.88857	0.13064
29.51	-0.94833	-0.83306	0.11527
29.52	-0.86994	-0.76986	0.10008
29.53	-0.78463	-0.69926	0.08537
29.54	-0.69304	-0.62165	0.07139
29.55	-0.59586	-0.5375	0.05836
29.56	-0.49382	-0.4474	0.04642
29.57	-0.38769	-0.352	0.03569
29.58	-0.27826	-0.25203	0.02623
29.59	-0.16633	-0.14829	0.01805
29.6	-0.05272	-0.04161	0.01111
29.61	0.06177	0.06712	0.00534
29.62	0.17633	0.17699	6.61848E-4
29.63	0.29016	0.28709	-0.00306
29.64	0.40249	0.39652	-0.00597
29.65	0.51256	0.50437	-0.00819
29.66	0.61965	0.60977	-0.00987
29.67	0.72305	0.71189	-0.01116
29.68	0.82209	0.80994	-0.01216
29.69	0.91614	0.90316	-0.01298
29.7	1.00457	0.99086	-0.01371
29.71	1.08682	1.07241	-0.01441
29.72	1.16232	1.14722	-0.0151
29.73	1.23058	1.21476	-0.01582
29.74	1.2911	1.27453	-0.01657
29.75	1.34342	1.32611	-0.01731
29.76	1.38713	1.36909	-0.01804
29.77	1.42182	1.40311	-0.01871
29.78	1.44713	1.42784	-0.01929
29.79	1.46273	1.44298	-0.01975
29.8	1.46832	1.44825	-0.02007
29.81	1.46363	1.4434	-0.02023
29.82	1.44844	1.4282	-0.02024
29.83	1.42257	1.40242	-0.02015
29.84	1.38587	1.36591	-0.01996
29.85	1.33825	1.31849	-0.01976
29.86	1.27967	1.26005	-0.01962
29.87	1.21015	1.19052	-0.01963
29.88	1.12976	1.10988	-0.01988
29.89	1.03864	1.01815	-0.02049
29.9	0.93701	0.91545	-0.02156
29.91	0.82513	0.80194	-0.02319
29.92	0.70336	0.6779	-0.02546
29.93	0.57213	0.54369	-0.02845
29.94	0.43194	0.39974	-0.0322
29.95	0.28336	0.24661	-0.03675
29.96	0.12704	0.08495	-0.04209
29.97	-0.0363	-0.08449	-0.04818
29.98	-0.20588	-0.26085	-0.05498
29.99	-0.38083	-0.44321	-0.06238
30	-0.56026	-0.63053	-0.07027
30.01	-0.74322	-0.82174	-0.07852
30.02	-0.92869	-1.01567	-0.08698
30.03	-1.11566	-1.21113	-0.09547
30.04	-1.30306	-1.4069	-0.10384
30.05	-1.48982	-1.60175	-0.11193
30.06	-1.67486	-1.79443	-0.11957
30.07	-1.85712	-1.98374	-0.12662
30.08	-2.03553	-2.1685	-0.13297
30.09	-2.20905	-2.34758	-0.13853
30.1	-2.37669	-2.51994	-0.14325
30.11	-2.53748	-2.68457	-0.14709
30.12	-2.6905	-2.84058	-0.15008
30.13	-2.8349	-2.98716	-0.15226
30.14	-2.96987	-3.12359	-0.15372
30.15	-3.09469	-3.24924	-0.15455
30.16	-3.20869	-3.36358	-0.15489
30.17	-3.31129	-3.46617	-0.15488
30.18	-3.40195	-3.55666	-0.15471
30.19	-3.48025	-3.63477	-0.15452
30.2	-3.54582	-3.70029	-0.15447
30.21	-3.59836	-3.7531	-0.15475
30.22	-3.63765	-3.79309	-0.15545
30.23	-3.66354	-3.82022	-0.15668
30.24	-3.67595	-3.83449	-0.15854
30.25	-3.67486	-3.83593	-0.16107
30.26	-3.66032	-3.82458	-0.16426
30.27	-3.63242	-3.80052	-0.1681
30.28	-3.59133	-3.76384	-0.17251
30.29	-3.53727	-3.71466	-0.17739
30.3	-3.47048	-3.6531	-0.18262
30.31	-3.39128	-3.57931	-0.18803
30.32	-3.30002	-3.49349	-0.19347
30.33	-3.19711	-3.39584	-0.19873
30.34	-3.08298	-3.28662	-0.20364
30.35	-2.95811	-3.16612	-0.20801
30.36	-2.82303	-3.03469	-0.21166
30.37	-2.67829	-2.89274	-0.21445
30.38	-2.52449	-2.74074	-0.21625
30.39	-2.36225	-2.57922	-0.21697
30.4	-2.19225	-2.40877	-0.21652
30.41	-2.01518	-2.23008	-0.2149
30.42	-1.83177	-2.04387	-0.2121
30.43	-1.64279	-1.85094	-0.20815
30.44	-1.44901	-1.65215	-0.20314
30.45	-1.25125	-1.4484	-0.19715
30.46	-1.05032	-1.24063	-0.19031
30.47	-0.84708	-1.02983	-0.18275
30.48	-0.64238	-0.81699	-0.17461
30.49	-0.43707	-0.60309	-0.16602
30.5	-0.23201	-0.38913	-0.15713
30.51	-0.02805	-0.17608	-0.14803
30.52	0.17397	0.03513	-0.13884
30.53	0.37323	0.24361	-0.12962
30.54	0.56893	0.44853	-0.1204
30.55	0.76031	0.64912	-0.1112
30.56	0.94665	0.84467	-0.10198
30.57	1.12726	1.03457	-0.09269
30.58	1.30151	1.21828	-0.08323
30.59	1.46881	1.39531	-0.0735
30.6	1.62863	1.56528	-0.06335
30.61	1.78051	1.72786	-0.05265
30.62	1.92403	1.88282	-0.04121
30.63	2.05885	2.02994	-0.02891
30.64	2.18469	2.1691	-0.01559
30.65	2.30132	2.30019	-0.00113
30.66	2.4086	2.42316	0.01456
30.67	2.50642	2.53797	0.03155
30.68	2.59474	2.64461	0.04987
30.69	2.67358	2.74308	0.0695
30.7	2.74299	2.83338	0.09039
30.71	2.8031	2.91551	0.11241
30.72	2.85405	2.98947	0.13542
30.73	2.89603	3.05526	0.15923
30.74	2.92928	3.11288	0.1836
30.75	2.95405	3.16231	0.20827
30.76	2.97061	3.20354	0.23293
30.77	2.97927	3.23656	0.25729
30.78	2.98035	3.26136	0.28101
30.79	2.97418	3.27796	0.30378
30.8	2.96112	3.28638	0.32526
30.81	2.94151	3.28668	0.34517
30.82	2.91572	3.27893	0.36321
30.83	2.88413	3.26325	0.37912
30.84	2.84709	3.23978	0.39269
30.85	2.80499	3.20872	0.40373
30.86	2.75821	3.17029	0.41209
30.87	2.70712	3.12476	0.41764
30.88	2.6521	3.07245	0.42035
30.89	2.59354	3.0137	0.42016
30.9	2.53182	2.9489	0.41708
30.91	2.4673	2.87848	0.41118
30.92	2.40038	2.80286	0.40248
30.93	2.33141	2.72252	0.39111
30.94	2.26077	2.63793	0.37716
30.95	2.18881	2.54958	0.36077
30.96	2.11589	2.45797	0.34208
30.97	2.04235	2.36358	0.32123
30.98	1.96852	2.2669	0.29838
30.99	1.89471	2.1684	0.27369
31	1.82122	2.06855	0.24733
31.01	1.74832	1.96778	0.21946
31.02	1.67627	1.86652	0.19025
31.03	1.60531	1.76519	0.15988
31.04	1.53563	1.66418	0.12855
31.05	1.46744	1.56386	0.09642
31.06	1.40087	1.46459	0.06372
31.07	1.33605	1.36673	0.03068
31.08	1.27309	1.27061	-0.00248
31.09	1.21206	1.17656	-0.0355
31.1	1.153	1.0849	-0.0681
31.11	1.09593	0.99593	-0.1
31.12	1.04086	0.90996	-0.1309
31.13	0.98776	0.82728	-0.16047
31.14	0.93659	0.74818	-0.1884
31.15	0.8873	0.67293	-0.21437
31.16	0.83983	0.60179	-0.23805
31.17	0.79411	0.53499	-0.25913
31.18	0.75007	0.47275	-0.27731
31.19	0.70761	0.41527	-0.29235
31.2	0.66669	0.3627	-0.30399
31.21	0.62721	0.31517	-0.31205
31.22	0.58914	0.27276	-0.31637
31.23	0.55241	0.23553	-0.31688
31.24	0.51698	0.20347	-0.31351
31.25	0.48284	0.17654	-0.3063
31.26	0.44997	0.15464	-0.29533
31.27	0.41836	0.13764	-0.28072
31.28	0.38804	0.12535	-0.26269
31.29	0.35902	0.11755	-0.24147
31.3	0.33133	0.11397	-0.21737
31.31	0.30503	0.11431	-0.19071
31.32	0.28014	0.11826	-0.16188
31.33	0.25672	0.12546	-0.13126
31.34	0.23481	0.13555	-0.09926
31.35	0.21445	0.14816	-0.06629
31.36	0.19569	0.16293	-0.03276
31.37	0.17855	0.17947	9.29042E-4
31.38	0.16303	0.19744	0.03441
31.39	0.14916	0.21648	0.06733
31.4	0.1369	0.23627	0.09937
31.41	0.12623	0.2565	0.13027
31.42	0.1171	0.27687	0.15977
31.43	0.10944	0.29712	0.18768
31.44	0.10316	0.31701	0.21384
31.45	0.09817	0.33629	0.23813
31.46	0.09433	0.35477	0.26044
31.47	0.09152	0.37223	0.28071
31.48	0.08958	0.38848	0.2989
31.49	0.08836	0.40333	0.31497
31.5	0.08767	0.41658	0.32891
31.51	0.08736	0.42806	0.3407
31.52	0.08723	0.43755	0.35032
31.53	0.0871	0.44486	0.35776
31.54	0.08679	0.44977	0.36297
31.55	0.08613	0.45206	0.36593
31.56	0.08493	0.45151	0.36658
31.57	0.08304	0.44789	0.36485
31.58	0.08029	0.44098	0.36069
31.59	0.07654	0.43055	0.35401
31.6	0.07165	0.41641	0.34476
31.61	0.06548	0.39835	0.33287
31.62	0.05793	0.37622	0.31828
31.63	0.0489	0.34988	0.30098
31.64	0.03828	0.31924	0.28096
31.65	0.02599	0.28425	0.25826
31.66	0.01197	0.24491	0.23294
31.67	-0.00384	0.20128	0.20512
31.68	-0.02151	0.15344	0.17495
31.69	-0.04107	0.10158	0.14265
31.7	-0.06256	0.0459	0.10846
31.71	-0.08601	-0.01332	0.07269
31.72	-0.11144	-0.07577	0.03567
31.73	-0.13885	-0.14109	-0.00223
31.74	-0.16826	-0.20888	-0.04061
31.75	-0.19966	-0.27871	-0.07905
31.76	-0.23304	-0.35015	-0.11711
31.77	-0.26836	-0.42273	-0.15437
31.78	-0.3056	-0.496	-0.19041
31.79	-0.3447	-0.56952	-0.22483
31.8	-0.3856	-0.64285	-0.25726
31.81	-0.42822	-0.71559	-0.28737
31.82	-0.47248	-0.78737	-0.31489
31.83	-0.51825	-0.85783	-0.33959
31.84	-0.56541	-0.9267	-0.36129
31.85	-0.61382	-0.99371	-0.37989
31.86	-0.66331	-1.05865	-0.39534
31.87	-0.71369	-1.12135	-0.40766
31.88	-0.76476	-1.18167	-0.41691
31.89	-0.81631	-1.23953	-0.42322
31.9	-0.8681	-1.29485	-0.42675
31.91	-0.91987	-1.34759	-0.42772
31.92	-0.97137	-1.39773	-0.42636
31.93	-1.02233	-1.44524	-0.42291
31.94	-1.07245	-1.49011	-0.41766
31.95	-1.12146	-1.53233	-0.41087
31.96	-1.16906	-1.57187	-0.40281
31.97	-1.21497	-1.60869	-0.39372
31.98	-1.2589	-1.64274	-0.38384
31.99	-1.30058	-1.67392	-0.37334
32	-1.33974	-1.70215	-0.36242
32.01	-1.37611	-1.72731	-0.3512
32.02	-1.40947	-1.74926	-0.33979
32.03	-1.43958	-1.76783	-0.32825
32.04	-1.46625	-1.78287	-0.31662
32.05	-1.48928	-1.7942	-0.30492
32.06	-1.50853	-1.80164	-0.29311
32.07	-1.52384	-1.80501	-0.28117
32.08	-1.5351	-1.80416	-0.26906
32.09	-1.54221	-1.79893	-0.25672
32.1	-1.54511	-1.7892	-0.24409
32.11	-1.54373	-1.77484	-0.23111
32.12	-1.53805	-1.75578	-0.21773
32.13	-1.52806	-1.73198	-0.20392
32.14	-1.51375	-1.70339	-0.18964
32.15	-1.49514	-1.67004	-0.1749
32.16	-1.47226	-1.63195	-0.15969
32.17	-1.44514	-1.58918	-0.14404
32.18	-1.41385	-1.54181	-0.12796
32.19	-1.37842	-1.48995	-0.11153
32.2	-1.33892	-1.43369	-0.09477
32.21	-1.29542	-1.37317	-0.07775
32.22	-1.24796	-1.3085	-0.06054
32.23	-1.19663	-1.23981	-0.04318
32.24	-1.14149	-1.16723	-0.02574
32.25	-1.08259	-1.09085	-0.00826
32.26	-1.02001	-1.0108	0.00921
32.27	-0.95382	-0.92716	0.02666
32.28	-0.88407	-0.84002	0.04405
32.29	-0.81084	-0.74946	0.06138
32.3	-0.73421	-0.65556	0.07865
32.31	-0.65425	-0.55839	0.09585
32.32	-0.57104	-0.45803	0.11301
32.33	-0.4847	-0.35457	0.13012
32.34	-0.39532	-0.24812	0.1472
32.35	-0.30303	-0.13881	0.16422
32.36	-0.20796	-0.02678	0.18118
32.37	-0.11029	0.08775	0.19805
32.38	-0.01019	0.20458	0.21477
32.39	0.09213	0.32341	0.23128
32.4	0.19643	0.44393	0.2475
32.41	0.30247	0.56577	0.2633
32.42	0.40993	0.68851	0.27858
32.43	0.51852	0.81169	0.29317
32.44	0.62787	0.93479	0.30692
32.45	0.7376	1.05727	0.31967
32.46	0.8473	1.17853	0.33123
32.47	0.95653	1.29798	0.34145
32.48	1.06482	1.41496	0.35014
32.49	1.17167	1.52882	0.35715
32.5	1.27657	1.63893	0.36236
32.51	1.37899	1.74463	0.36564
32.52	1.47836	1.84527	0.36691
32.53	1.57414	1.94025	0.36611
32.54	1.66575	2.02898	0.36323
32.55	1.75264	2.11091	0.35827
32.56	1.83423	2.18552	0.35129
32.57	1.90999	2.25236	0.34237
32.58	1.97938	2.311	0.33162
32.59	2.0419	2.3611	0.3192
32.6	2.09708	2.40232	0.30524
32.61	2.14448	2.43444	0.28996
32.62	2.18371	2.45724	0.27353
32.63	2.21443	2.47059	0.25616
32.64	2.23635	2.47439	0.23804
32.65	2.24925	2.46861	0.21936
32.66	2.25295	2.45325	0.2003
32.67	2.24736	2.42839	0.18103
32.68	2.23245	2.39412	0.16167
32.69	2.20825	2.35061	0.14236
32.7	2.17489	2.29807	0.12318
32.71	2.13254	2.23674	0.1042
32.72	2.08146	2.16692	0.08546
32.73	2.02197	2.08896	0.06699
32.74	1.95446	2.00325	0.04879
32.75	1.87937	1.91025	0.03088
32.76	1.79722	1.81045	0.01323
32.77	1.70856	1.70438	-0.00418
32.78	1.61399	1.59266	-0.02133
32.79	1.51416	1.47593	-0.03823
32.8	1.40975	1.35488	-0.05487
32.81	1.30147	1.23024	-0.07123
32.82	1.19004	1.1028	-0.08724
32.83	1.07619	0.97338	-0.10282
32.84	0.96068	0.84281	-0.11788
32.85	0.84425	0.71195	-0.1323
32.86	0.72763	0.58168	-0.14595
32.87	0.61154	0.45288	-0.15866
32.88	0.4967	0.32642	-0.17028
32.89	0.38377	0.20313	-0.18064
32.9	0.27342	0.08384	-0.18958
32.91	0.16626	-0.03067	-0.19693
32.92	0.06287	-0.13968	-0.20255
32.93	-0.03621	-0.24253	-0.20632
32.94	-0.13048	-0.33863	-0.20815
32.95	-0.21948	-0.42746	-0.20799
32.96	-0.3028	-0.5086	-0.2058
32.97	-0.3801	-0.5817	-0.2016
32.98	-0.45105	-0.64651	-0.19546
32.99	-0.51539	-0.70286	-0.18748
33	-0.57291	-0.7507	-0.17778
33.01	-0.62346	-0.79002	-0.16655
33.02	-0.66693	-0.82093	-0.154
33.03	-0.70325	-0.84359	-0.14034
33.04	-0.73243	-0.85826	-0.12583
33.05	-0.75451	-0.86524	-0.11073
33.06	-0.76958	-0.86487	-0.0953
33.07	-0.77779	-0.85758	-0.07979
33.08	-0.77935	-0.84378	-0.06444
33.09	-0.77449	-0.82397	-0.04948
33.1	-0.76352	-0.79862	-0.03511
33.11	-0.74678	-0.76826	-0.02148
33.12	-0.72466	-0.7334	-0.00874
33.13	-0.6976	-0.69457	0.00303
33.14	-0.66608	-0.65232	0.01376
33.15	-0.63061	-0.60718	0.02344
33.16	-0.59175	-0.55969	0.03206
33.17	-0.55008	-0.51042	0.03966
33.18	-0.50621	-0.4599	0.04631
33.19	-0.46079	-0.4087	0.05209
33.2	-0.41447	-0.35739	0.05708
33.21	-0.36791	-0.30654	0.06137
33.22	-0.32179	-0.25672	0.06507
33.23	-0.27678	-0.20854	0.06824
33.24	-0.23354	-0.16258	0.07096
33.25	-0.19273	-0.11945	0.07328
33.26	-0.15497	-0.07974	0.07523
33.27	-0.12087	-0.04406	0.07681
33.28	-0.091	-0.01298	0.07802
33.29	-0.06588	0.01292	0.0788
33.3	-0.046	0.0331	0.0791
33.31	-0.03179	0.04706	0.07885
33.32	-0.02363	0.05433	0.07796
33.33	-0.02183	0.0545	0.07633
33.34	-0.02665	0.04722	0.07387
33.35	-0.03828	0.03222	0.0705
33.36	-0.05685	0.0093	0.06615
33.37	-0.08242	-0.02166	0.06075
33.38	-0.11497	-0.06069	0.05428
33.39	-0.15445	-0.10772	0.04673
33.4	-0.20072	-0.16259	0.03813
33.41	-0.25359	-0.22506	0.02853
33.42	-0.31282	-0.29479	0.01802
33.43	-0.3781	-0.37138	0.00672
33.44	-0.44909	-0.45432	-0.00523
33.45	-0.52541	-0.54309	-0.01768
33.46	-0.60663	-0.63706	-0.03043
33.47	-0.69228	-0.73559	-0.04331
33.48	-0.78189	-0.83801	-0.05612
33.49	-0.87493	-0.94363	-0.06869
33.5	-0.9709	-1.05174	-0.08085
33.51	-1.06923	-1.16166	-0.09243
33.52	-1.16938	-1.27272	-0.10334
33.53	-1.2708	-1.38426	-0.11346
33.54	-1.37292	-1.49567	-0.12275
33.55	-1.4752	-1.60637	-0.13117
33.56	-1.57707	-1.71582	-0.13875
33.57	-1.67799	-1.82354	-0.14556
33.58	-1.77742	-1.92907	-0.15165
33.59	-1.87484	-2.032	-0.15716
33.6	-1.96974	-2.13195	-0.16221
33.61	-2.06162	-2.22858	-0.16696
33.62	-2.15	-2.32157	-0.17157
33.63	-2.23442	-2.4106	-0.17618
33.64	-2.31442	-2.49538	-0.18096
33.65	-2.38958	-2.57562	-0.18604
33.66	-2.45951	-2.65101	-0.1915
33.67	-2.52381	-2.72125	-0.19744
33.68	-2.58212	-2.78601	-0.20389
33.69	-2.63412	-2.84495	-0.21083
33.7	-2.67949	-2.89773	-0.21824
33.71	-2.71795	-2.94398	-0.22603
33.72	-2.74925	-2.98332	-0.23407
33.73	-2.77316	-3.01536	-0.2422
33.74	-2.78949	-3.03972	-0.25023
33.75	-2.79808	-3.05604	-0.25796
33.76	-2.7988	-3.06395	-0.26515
33.77	-2.79155	-3.06314	-0.27159
33.78	-2.77628	-3.05333	-0.27705
33.79	-2.75295	-3.03426	-0.28131
33.8	-2.72158	-3.00578	-0.28421
33.81	-2.6822	-2.96777	-0.28557
33.82	-2.63489	-2.92019	-0.2853
33.83	-2.57977	-2.86309	-0.28332
33.84	-2.51698	-2.79658	-0.2796
33.85	-2.4467	-2.72089	-0.27419
33.86	-2.36913	-2.63629	-0.26716
33.87	-2.28452	-2.54316	-0.25864
33.88	-2.19314	-2.44193	-0.24879
33.89	-2.09529	-2.33312	-0.23783
33.9	-1.99129	-2.21727	-0.22598
33.91	-1.88149	-2.095	-0.21351
33.92	-1.76627	-1.96695	-0.20068
33.93	-1.64604	-1.83377	-0.18773
33.94	-1.5212	-1.69615	-0.17495
33.95	-1.39221	-1.55475	-0.16254
33.96	-1.25952	-1.41023	-0.15071
33.97	-1.12361	-1.26322	-0.13961
33.98	-0.98497	-1.11434	-0.12937
33.99	-0.84412	-0.96414	-0.12002
34	-0.70158	-0.81317	-0.11159
34.01	-0.55787	-0.6619	-0.10403
34.02	-0.41355	-0.51077	-0.09722
34.03	-0.26915	-0.36018	-0.09104
34.04	-0.12523	-0.2105	-0.08527
34.05	0.01766	-0.06203	-0.07969
34.06	0.15895	0.08491	-0.07404
34.07	0.29812	0.23007	-0.06804
34.08	0.4346	0.37319	-0.06141
34.09	0.56788	0.51401	-0.05387
34.1	0.69745	0.6523	-0.04515
34.11	0.8228	0.78779	-0.03501
34.12	0.94347	0.92024	-0.02323
34.13	1.05902	1.04936	-0.00966
34.14	1.16904	1.17487	0.00583
34.15	1.27314	1.29645	0.02331
34.16	1.371	1.41378	0.04278
34.17	1.46231	1.52653	0.06422
34.18	1.54683	1.63433	0.0875
34.19	1.62434	1.73684	0.1125
34.2	1.69471	1.83369	0.13898
34.21	1.75781	1.92454	0.16673
34.22	1.81359	2.00905	0.19546
34.23	1.86204	2.08691	0.22487
34.24	1.90321	2.15783	0.25463
34.25	1.93717	2.22156	0.28439
34.26	1.96405	2.27788	0.31383
34.27	1.98404	2.32664	0.3426
34.28	1.99732	2.36772	0.3704
34.29	2.00415	2.40104	0.39689
34.3	2.00478	2.4266	0.42182
34.31	1.99951	2.44442	0.44492
34.32	1.98863	2.45459	0.46596
34.33	1.97247	2.45724	0.48477
34.34	1.95136	2.45251	0.50115
34.35	1.92561	2.44062	0.51501
34.36	1.89556	2.42177	0.52621
34.37	1.86152	2.39623	0.53471
34.38	1.8238	2.36424	0.54044
34.39	1.7827	2.32607	0.54337
34.4	1.73849	2.28199	0.5435
34.41	1.69144	2.23228	0.54085
34.42	1.64178	2.17721	0.53543
34.43	1.58974	2.11705	0.52731
34.44	1.53552	2.05204	0.51652
34.45	1.47932	1.98245	0.50313
34.46	1.4213	1.90854	0.48724
34.47	1.36162	1.83055	0.46893
34.48	1.30042	1.74874	0.44832
34.49	1.23785	1.66338	0.42553
34.5	1.17403	1.57475	0.40072
34.51	1.10909	1.48314	0.37405
34.52	1.04317	1.38888	0.34571
34.53	0.9764	1.29232	0.31592
34.54	0.90893	1.19384	0.28491
34.55	0.84091	1.09383	0.25292
34.56	0.7725	0.99275	0.22025
34.57	0.70389	0.89106	0.18717
34.58	0.63527	0.78928	0.15401
34.59	0.56685	0.68793	0.12108
34.6	0.49887	0.58756	0.08869
34.61	0.43157	0.48875	0.05718
34.62	0.36522	0.39207	0.02685
34.63	0.30009	0.2981	-0.00199
34.64	0.23647	0.20741	-0.02905
34.65	0.17466	0.12056	-0.0541
34.66	0.11498	0.03809	-0.07689
34.67	0.05774	-0.03952	-0.09726
34.68	0.00325	-0.11179	-0.11504
34.69	-0.04817	-0.17832	-0.13015
34.7	-0.09621	-0.23874	-0.14254
34.71	-0.14056	-0.29274	-0.15219
34.72	-0.18093	-0.34008	-0.15915
34.73	-0.21705	-0.38055	-0.1635
34.74	-0.24866	-0.41404	-0.16538
34.75	-0.27552	-0.44045	-0.16493
34.76	-0.29741	-0.45977	-0.16235
34.77	-0.31415	-0.47202	-0.15786
34.78	-0.32559	-0.47727	-0.15168
34.79	-0.33158	-0.47564	-0.14406
34.8	-0.33204	-0.46726	-0.13522
34.81	-0.3269	-0.45232	-0.12542
34.82	-0.31614	-0.431	-0.11487
34.83	-0.29976	-0.40354	-0.10377
34.84	-0.27783	-0.37015	-0.09233
34.85	-0.25041	-0.3311	-0.08069
34.86	-0.21764	-0.28663	-0.06899
34.87	-0.17967	-0.23703	-0.05736
34.88	-0.13672	-0.18257	-0.04586
34.89	-0.089	-0.12357	-0.03456
34.9	-0.03681	-0.06032	-0.02351
34.91	0.01954	0.00682	-0.01273
34.92	0.07972	0.0775	-0.00222
34.93	0.14332	0.15132	0.00799
34.94	0.20994	0.22785	0.01791
34.95	0.27912	0.30665	0.02753
